IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmount
66290,0.0,1.0,C,7.0,18.0,36.0,76.0,B4,Regular,373.0,R72,0.0
66293,0.0,0.23,A,8.0,10.0,67.0,50.0,B10,Diesel,41.0,R72,0.0
66294,0.0,0.76,A,8.0,10.0,67.0,50.0,B10,Diesel,41.0,R72,0.0
66296,0.0,1.0,B,6.0,3.0,61.0,50.0,B1,Diesel,55.0,R72,0.0
66298,0.0,1.0,A,7.0,14.0,56.0,50.0,B1,Diesel,11.0,R73,0.0
66300,0.0,1.0,D,6.0,2.0,29.0,50.0,B2,Diesel,737.0,R72,0.0
66302,0.0,0.52,C,5.0,2.0,42.0,50.0,B5,Diesel,149.0,R72,0.0
66303,0.0,0.25,C,5.0,0.0,42.0,50.0,B5,Diesel,149.0,R72,0.0
66304,0.0,0.21,C,5.0,0.0,42.0,50.0,B5,Diesel,149.0,R72,0.0
66307,0.0,1.0,E,7.0,2.0,40.0,50.0,B1,Diesel,3075.0,R72,0.0
66309,0.0,1.0,B,6.0,4.0,39.0,50.0,B2,Diesel,78.0,R72,0.0
66310,0.0,1.0,A,9.0,1.0,34.0,58.0,B1,Diesel,20.0,R72,0.0
66313,0.0,0.75,C,4.0,13.0,44.0,50.0,B6,Regular,103.0,R72,0.0
66314,0.0,0.75,A,5.0,2.0,60.0,50.0,B2,Diesel,10.0,R72,0.0
66315,0.0,1.0,A,8.0,7.0,48.0,50.0,B10,Diesel,25.0,R72,0.0
66317,0.0,0.58,C,7.0,2.0,50.0,64.0,B2,Diesel,176.0,R72,0.0
66318,0.0,1.0,A,6.0,5.0,71.0,50.0,B2,Diesel,24.0,R72,0.0
66320,0.0,0.08,C,4.0,16.0,49.0,53.0,B5,Regular,206.0,R72,0.0
66321,0.0,0.08,C,7.0,14.0,49.0,53.0,B1,Regular,206.0,R72,0.0
66323,0.0,0.9,A,5.0,10.0,42.0,50.0,B2,Diesel,28.0,R72,0.0
66324,0.0,0.09,A,5.0,1.0,42.0,50.0,B2,Diesel,28.0,R72,0.0
66327,0.0,1.0,B,6.0,2.0,70.0,63.0,B1,Regular,54.0,R72,0.0
66329,0.0,1.0,C,4.0,4.0,32.0,50.0,B2,Diesel,311.0,R72,0.0
66331,0.0,0.02,A,5.0,6.0,52.0,62.0,B6,Regular,44.0,R72,0.0
66332,0.0,0.97,A,4.0,0.0,52.0,50.0,B6,Regular,44.0,R72,0.0
66334,1.0,1.0,B,4.0,8.0,60.0,50.0,B5,Regular,94.0,R72,2027.93
66335,0.0,0.85,A,6.0,15.0,22.0,80.0,B1,Diesel,31.0,R72,0.0
66336,0.0,0.14,A,6.0,15.0,22.0,80.0,B1,Diesel,31.0,R72,0.0
66339,0.0,1.0,A,6.0,7.0,42.0,54.0,B2,Regular,46.0,R72,0.0
66341,0.0,1.0,A,7.0,14.0,88.0,50.0,B2,Regular,40.0,R72,0.0
66343,0.0,0.82,A,6.0,6.0,20.0,95.0,B1,Regular,35.0,R72,0.0
66344,1.0,0.17,A,6.0,7.0,20.0,90.0,B3,Diesel,35.0,R72,1128.12
66350,0.0,0.56,A,6.0,10.0,57.0,50.0,B2,Diesel,36.0,R72,0.0
66351,0.0,0.43,A,6.0,10.0,57.0,50.0,B2,Diesel,36.0,R72,0.0
66353,0.0,0.1,A,5.0,2.0,42.0,50.0,B1,Diesel,28.0,R72,0.0
66354,0.0,0.77,A,5.0,2.0,42.0,50.0,B1,Diesel,28.0,R72,0.0
66355,0.0,0.12,A,6.0,2.0,42.0,50.0,B2,Diesel,28.0,R72,0.0
66358,0.0,1.0,B,5.0,4.0,52.0,50.0,B2,Diesel,96.0,R72,0.0
66361,0.0,1.0,B,8.0,20.0,65.0,50.0,B2,Diesel,85.0,R72,0.0
66363,0.0,1.0,B,6.0,13.0,65.0,50.0,B2,Diesel,85.0,R72,0.0
66365,0.0,1.0,E,4.0,16.0,37.0,50.0,B4,Regular,3075.0,R72,0.0
66367,0.0,1.0,A,6.0,5.0,67.0,50.0,B2,Diesel,49.0,R54,0.0
66369,0.0,0.35,C,5.0,10.0,30.0,57.0,B2,Diesel,132.0,R72,0.0
66370,0.0,0.64,C,5.0,0.0,30.0,54.0,B3,Diesel,132.0,R72,0.0
66372,0.0,1.0,C,6.0,8.0,47.0,50.0,B2,Diesel,103.0,R72,0.0
66375,0.0,1.0,C,4.0,7.0,45.0,50.0,B5,Regular,149.0,R72,0.0
66377,0.0,1.0,C,6.0,10.0,53.0,50.0,B6,Diesel,173.0,R93,0.0
66379,0.0,0.91,C,5.0,4.0,35.0,68.0,B1,Regular,373.0,R72,0.0
66380,0.0,0.26,B,6.0,7.0,49.0,50.0,B1,Diesel,59.0,R72,0.0
66381,0.0,0.73,B,5.0,2.0,49.0,50.0,B1,Diesel,59.0,R72,0.0
66383,0.0,1.0,A,9.0,21.0,39.0,50.0,B2,Regular,17.0,R72,0.0
66385,0.0,1.0,A,6.0,11.0,39.0,50.0,B1,Regular,17.0,R72,0.0
66387,0.0,1.0,A,7.0,9.0,41.0,50.0,B1,Regular,17.0,R72,0.0
66389,0.0,1.0,B,4.0,7.0,26.0,72.0,B4,Diesel,51.0,R72,0.0
66391,0.0,1.0,E,13.0,9.0,43.0,51.0,B11,Regular,3075.0,R72,0.0
66393,0.0,1.0,A,4.0,10.0,29.0,68.0,B5,Regular,39.0,R72,0.0
66395,0.0,0.49,E,7.0,9.0,37.0,68.0,B1,Regular,3075.0,R72,0.0
66396,0.0,1.0,A,7.0,2.0,54.0,50.0,B1,Diesel,32.0,R72,0.0
66398,0.0,1.0,A,6.0,10.0,50.0,50.0,B2,Diesel,10.0,R73,0.0
66399,0.0,0.95,A,9.0,5.0,25.0,68.0,B1,Regular,19.0,R72,0.0
66400,0.0,0.03,A,6.0,2.0,25.0,72.0,B2,Diesel,19.0,R72,0.0
66401,0.0,0.00546448087431694,A,6.0,2.0,25.0,64.0,B2,Diesel,19.0,R72,0.0
66403,0.0,1.0,A,5.0,8.0,40.0,50.0,B5,Diesel,25.0,R72,0.0
66405,0.0,1.0,A,5.0,1.0,50.0,58.0,B2,Regular,10.0,R72,0.0
66407,0.0,1.0,A,12.0,2.0,51.0,50.0,B12,Diesel,21.0,R72,0.0
66409,0.0,1.0,C,8.0,12.0,30.0,76.0,B1,Diesel,149.0,R72,0.0
66411,0.0,1.0,B,6.0,2.0,55.0,50.0,B2,Diesel,73.0,R72,0.0
66413,0.0,1.0,E,9.0,12.0,52.0,50.0,B1,Regular,3339.0,R11,0.0
66415,0.0,1.0,C,5.0,6.0,45.0,50.0,B13,Diesel,103.0,R72,0.0
66417,0.0,1.0,B,6.0,6.0,56.0,50.0,B2,Diesel,86.0,R72,0.0
66419,0.0,1.0,C,4.0,6.0,56.0,50.0,B2,Regular,206.0,R72,0.0
66421,0.0,1.0,E,5.0,4.0,38.0,50.0,B3,Diesel,3075.0,R72,0.0
66423,0.0,1.0,A,5.0,9.0,64.0,50.0,B2,Diesel,26.0,R54,0.0
66426,0.0,0.33,C,8.0,23.0,45.0,50.0,B3,Diesel,102.0,R54,0.0
66427,0.0,1.0,A,5.0,4.0,48.0,85.0,B4,Diesel,41.0,R72,0.0
66429,0.0,1.0,E,6.0,6.0,38.0,50.0,B3,Diesel,3075.0,R72,0.0
66431,0.0,1.0,C,6.0,3.0,44.0,50.0,B13,Diesel,103.0,R72,0.0
66433,0.0,0.05,C,5.0,7.0,22.0,80.0,B1,Diesel,205.0,R72,0.0
66434,0.0,0.49,C,5.0,7.0,22.0,80.0,B1,Diesel,205.0,R72,0.0
66435,0.0,0.45,C,5.0,7.0,22.0,76.0,B1,Diesel,205.0,R72,0.0
66437,0.0,1.0,A,6.0,10.0,50.0,62.0,B1,Diesel,41.0,R72,0.0
66439,0.0,0.16,A,5.0,7.0,44.0,50.0,B5,Diesel,20.0,R72,0.0
66440,0.0,0.83,A,5.0,7.0,44.0,50.0,B5,Diesel,20.0,R72,0.0
66442,0.0,1.0,C,5.0,10.0,39.0,50.0,B3,Diesel,373.0,R72,0.0
66444,0.0,1.0,C,5.0,9.0,40.0,50.0,B1,Regular,132.0,R72,0.0
66446,0.0,0.00546448087431694,B,4.0,19.0,30.0,72.0,B1,Regular,53.0,R74,0.0
66447,0.0,0.07,B,7.0,19.0,30.0,72.0,B2,Regular,53.0,R74,0.0
66448,0.0,0.54,B,7.0,19.0,30.0,68.0,B2,Regular,53.0,R74,0.0
66449,1.0,1.0,C,7.0,5.0,34.0,64.0,B1,Diesel,103.0,R72,1128.12
66451,0.0,0.03,A,6.0,5.0,31.0,61.0,B2,Diesel,25.0,R72,0.0
66452,0.0,0.12,A,6.0,9.0,31.0,57.0,B1,Diesel,25.0,R72,0.0
66453,1.0,1.0,A,13.0,10.0,63.0,50.0,B11,Regular,44.0,R72,4405.78
66455,0.0,0.13,B,6.0,8.0,30.0,57.0,B2,Diesel,72.0,R82,0.0
66456,0.0,0.00546448087431694,B,6.0,8.0,30.0,57.0,B2,Diesel,72.0,R82,0.0
66457,0.0,0.1,B,6.0,8.0,30.0,54.0,B2,Diesel,72.0,R82,0.0
66458,0.0,0.74,B,6.0,8.0,30.0,51.0,B2,Diesel,72.0,R82,0.0
66460,1.0,1.0,C,5.0,2.0,53.0,50.0,B4,Diesel,415.0,R72,344.48
66462,0.0,0.75,E,6.0,1.0,48.0,50.0,B12,Diesel,3075.0,R72,0.0
66463,0.0,0.24,E,6.0,1.0,48.0,50.0,B12,Diesel,3075.0,R72,0.0
66465,0.0,0.54,E,11.0,11.0,38.0,50.0,B2,Regular,3075.0,R72,0.0
66466,0.0,1.0,C,9.0,7.0,65.0,50.0,B2,Regular,206.0,R72,0.0
66468,0.0,1.0,E,11.0,22.0,58.0,50.0,B2,Regular,3075.0,R72,0.0
66470,0.0,1.0,B,7.0,10.0,51.0,50.0,B1,Regular,59.0,R72,0.0
66472,0.0,1.0,A,6.0,1.0,57.0,50.0,B1,Diesel,24.0,R72,0.0
66474,0.0,1.0,C,4.0,13.0,45.0,50.0,B6,Regular,238.0,R72,0.0
66476,1.0,1.0,A,7.0,8.0,49.0,50.0,B2,Diesel,49.0,R72,1197.41
66478,0.0,0.27,A,5.0,6.0,36.0,51.0,B3,Diesel,30.0,R72,0.0
66479,0.0,0.72,A,7.0,5.0,36.0,51.0,B1,Regular,30.0,R72,0.0
66480,0.0,1.0,C,5.0,1.0,42.0,50.0,B2,Diesel,373.0,R72,0.0
66482,0.0,0.11,A,7.0,2.0,50.0,50.0,B1,Regular,40.0,R72,0.0
66483,0.0,0.88,A,6.0,0.0,50.0,50.0,B1,Diesel,40.0,R72,0.0
66485,0.0,0.04,C,7.0,28.0,33.0,72.0,B1,Regular,149.0,R72,0.0
66486,0.0,1.0,A,9.0,5.0,55.0,50.0,B10,Diesel,14.0,R72,0.0
66488,0.0,1.0,D,7.0,11.0,34.0,50.0,B1,Regular,611.0,R93,0.0
66490,0.0,0.38,C,10.0,10.0,65.0,51.0,B13,Diesel,132.0,R72,0.0
66491,0.0,0.47,C,10.0,10.0,65.0,51.0,B13,Diesel,132.0,R72,0.0
66492,0.0,1.0,A,8.0,2.0,74.0,50.0,B6,Diesel,29.0,R74,0.0
66494,0.0,1.0,E,6.0,2.0,31.0,118.0,B3,Diesel,4478.0,R11,0.0
66496,0.0,1.0,C,10.0,11.0,34.0,50.0,B2,Diesel,120.0,R91,0.0
66498,1.0,1.0,E,6.0,9.0,36.0,50.0,B6,Diesel,5353.0,R11,74.09
66500,0.0,1.0,C,6.0,12.0,37.0,50.0,B6,Diesel,134.0,R91,0.0
66502,0.0,1.0,D,4.0,11.0,76.0,50.0,B6,Regular,1271.0,R91,0.0
66504,0.0,0.26,E,4.0,12.0,41.0,50.0,B6,Diesel,8455.0,R82,0.0
66505,0.0,0.03,E,5.0,2.0,41.0,50.0,B6,Diesel,8455.0,R82,0.0
66506,0.0,0.7,E,5.0,2.0,41.0,50.0,B6,Diesel,8455.0,R82,0.0
66508,0.0,1.0,C,14.0,15.0,62.0,50.0,B12,Regular,120.0,R91,0.0
66510,0.0,0.21,E,8.0,5.0,63.0,50.0,B12,Regular,3963.0,R91,0.0
66511,0.0,1.0,C,6.0,2.0,70.0,50.0,B1,Regular,388.0,R93,0.0
66513,0.0,0.15,E,5.0,4.0,66.0,50.0,B3,Diesel,3963.0,R91,0.0
66514,0.0,0.1,E,7.0,10.0,46.0,50.0,B2,Regular,3963.0,R91,0.0
66515,0.0,0.89,E,7.0,10.0,46.0,50.0,B2,Regular,3963.0,R91,0.0
66517,0.0,0.1,C,8.0,9.0,36.0,50.0,B12,Regular,177.0,R91,0.0
66518,0.0,0.89,C,8.0,9.0,36.0,50.0,B12,Regular,177.0,R91,0.0
66520,0.0,1.0,E,4.0,1.0,49.0,50.0,B12,Regular,3963.0,R91,0.0
66522,0.0,1.0,C,5.0,4.0,59.0,50.0,B1,Regular,196.0,R91,0.0
66524,0.0,1.0,D,6.0,1.0,35.0,50.0,B12,Diesel,1286.0,R91,0.0
66527,0.0,0.16,D,4.0,14.0,46.0,50.0,B1,Diesel,550.0,R11,0.0
66528,0.0,0.83,D,4.0,14.0,46.0,50.0,B1,Diesel,550.0,R11,0.0
66531,0.0,1.0,D,7.0,6.0,48.0,53.0,B1,Regular,582.0,R91,0.0
66533,1.0,1.0,E,6.0,9.0,37.0,80.0,B2,Regular,3963.0,R91,2216.15
66535,0.0,0.65,C,5.0,12.0,46.0,50.0,B6,Regular,495.0,R91,0.0
66536,0.0,0.34,C,5.0,12.0,46.0,50.0,B6,Regular,495.0,R91,0.0
66538,0.0,1.0,D,6.0,12.0,75.0,50.0,B1,Diesel,1286.0,R91,0.0
66541,0.0,0.19,D,6.0,3.0,32.0,105.0,B3,Regular,657.0,R91,0.0
66542,0.0,0.12,D,12.0,13.0,32.0,79.0,B10,Diesel,657.0,R91,0.0
66543,0.0,1.0,D,4.0,7.0,73.0,50.0,B13,Regular,1622.0,R91,0.0
66545,0.0,1.0,E,7.0,7.0,66.0,50.0,B3,Diesel,3963.0,R91,0.0
66547,1.0,1.0,D,7.0,2.0,38.0,50.0,B4,Regular,1391.0,R91,4107.14
66549,1.0,1.0,D,6.0,3.0,72.0,50.0,B2,Diesel,625.0,R91,2229.13
66551,0.0,1.0,A,7.0,2.0,41.0,59.0,B4,Regular,31.0,R82,0.0
66553,0.0,0.18,D,11.0,32.0,72.0,50.0,B1,Diesel,625.0,R91,0.0
66554,0.0,0.81,D,11.0,32.0,72.0,50.0,B1,Diesel,625.0,R91,0.0
66556,0.0,1.0,C,7.0,12.0,61.0,50.0,B1,Regular,129.0,R72,0.0
66558,0.0,1.0,C,5.0,7.0,50.0,76.0,B6,Regular,214.0,R91,0.0
66560,0.0,0.54,C,4.0,19.0,55.0,50.0,B1,Regular,170.0,R82,0.0
66561,0.0,1.0,C,4.0,11.0,56.0,50.0,B1,Regular,214.0,R91,0.0
66563,0.0,0.32,C,7.0,11.0,47.0,72.0,B2,Diesel,168.0,R91,0.0
66564,0.0,0.05,C,7.0,14.0,47.0,72.0,B2,Regular,168.0,R91,0.0
66565,0.0,0.62,C,6.0,5.0,47.0,68.0,B2,Diesel,168.0,R91,0.0
66568,0.0,0.18,E,7.0,12.0,42.0,50.0,B2,Regular,5353.0,R11,0.0
66569,0.0,0.34,E,7.0,15.0,46.0,54.0,B2,Regular,3963.0,R91,0.0
66570,0.0,0.13,A,7.0,3.0,31.0,65.0,B5,Regular,14.0,R91,0.0
66571,0.0,0.06,A,7.0,3.0,31.0,65.0,B5,Regular,14.0,R91,0.0
66572,0.0,0.8,A,7.0,3.0,31.0,50.0,B5,Regular,14.0,R91,0.0
66574,0.0,0.83,E,7.0,6.0,53.0,85.0,B1,Diesel,3963.0,R91,0.0
66575,0.0,0.16,E,7.0,6.0,53.0,76.0,B1,Diesel,3963.0,R91,0.0
66577,0.0,1.0,E,4.0,12.0,30.0,50.0,B2,Regular,3963.0,R91,0.0
66579,0.0,1.0,C,7.0,13.0,21.0,100.0,B2,Regular,134.0,R91,0.0
66581,1.0,0.5,D,7.0,11.0,55.0,62.0,B1,Regular,935.0,R91,1204.77
66582,0.0,0.23,D,7.0,17.0,55.0,62.0,B2,Regular,935.0,R91,0.0
66583,0.0,0.26,D,7.0,17.0,55.0,55.0,B2,Regular,935.0,R91,0.0
66585,0.0,0.24,D,7.0,11.0,77.0,50.0,B6,Diesel,625.0,R91,0.0
66586,1.0,0.16,E,4.0,6.0,36.0,80.0,B6,Regular,3963.0,R91,20.04
66587,0.0,0.01,E,5.0,10.0,36.0,80.0,B6,Regular,3963.0,R91,0.0
66588,2.0,0.81,E,4.0,6.0,36.0,76.0,B6,Regular,3963.0,R91,3076.36
66590,0.0,0.4,B,7.0,4.0,52.0,85.0,B2,Regular,85.0,R91,0.0
66591,0.0,0.59,B,7.0,4.0,52.0,76.0,B2,Regular,85.0,R91,0.0
66593,0.0,1.0,C,5.0,4.0,44.0,50.0,B4,Diesel,462.0,R91,0.0
66596,0.0,1.0,C,5.0,1.0,38.0,50.0,B6,Regular,393.0,R91,0.0
66599,0.0,0.62,E,6.0,6.0,58.0,64.0,B1,Diesel,6336.0,R11,0.0
66600,0.0,0.37,E,6.0,6.0,58.0,64.0,B1,Diesel,6336.0,R11,0.0
66603,0.0,1.0,B,7.0,8.0,52.0,90.0,B1,Diesel,85.0,R91,0.0
66605,0.0,1.0,C,6.0,4.0,62.0,50.0,B1,Diesel,134.0,R91,0.0
66607,0.0,0.89,D,7.0,1.0,31.0,54.0,B2,Diesel,1622.0,R91,0.0
66608,0.0,0.1,D,6.0,6.0,31.0,50.0,B2,Diesel,1622.0,R91,0.0
66610,0.0,1.0,E,6.0,10.0,51.0,50.0,B1,Regular,3963.0,R91,0.0
66612,0.0,0.88,B,7.0,13.0,44.0,57.0,B2,Diesel,80.0,R91,0.0
66613,0.0,0.11,B,7.0,13.0,44.0,54.0,B2,Diesel,80.0,R91,0.0
66616,0.0,0.31,E,10.0,7.0,78.0,50.0,B5,Regular,3963.0,R91,0.0
66617,0.0,0.05,E,9.0,0.0,78.0,50.0,B5,Regular,3963.0,R91,0.0
66618,0.0,0.62,E,9.0,0.0,78.0,50.0,B5,Regular,3963.0,R91,0.0
66620,0.0,1.0,D,7.0,11.0,43.0,50.0,B1,Regular,935.0,R91,0.0
66623,0.0,0.5,C,6.0,4.0,51.0,50.0,B3,Diesel,120.0,R91,0.0
66624,0.0,0.16,C,5.0,7.0,37.0,50.0,B2,Regular,120.0,R91,0.0
66625,0.0,0.83,C,5.0,7.0,37.0,50.0,B2,Regular,120.0,R91,0.0
66627,0.0,1.0,C,7.0,13.0,54.0,50.0,B2,Regular,120.0,R91,0.0
66629,0.0,1.0,E,6.0,9.0,57.0,50.0,B1,Regular,3301.0,R73,0.0
66631,0.0,1.0,D,7.0,5.0,64.0,50.0,B2,Regular,610.0,R91,0.0
66633,0.0,0.56,D,9.0,2.0,32.0,79.0,B10,Diesel,657.0,R91,0.0
66634,1.0,0.43,D,9.0,2.0,32.0,75.0,B10,Diesel,657.0,R91,116.1
66636,0.0,0.36,E,5.0,6.0,29.0,77.0,B2,Diesel,2526.0,R11,0.0
66637,0.0,0.18,E,5.0,6.0,29.0,73.0,B2,Diesel,2526.0,R11,0.0
66638,0.0,0.44,E,5.0,6.0,29.0,69.0,B2,Diesel,2526.0,R11,0.0
66640,0.0,1.0,D,7.0,2.0,62.0,50.0,B2,Regular,935.0,R91,0.0
66642,0.0,0.87,C,9.0,2.0,40.0,50.0,B12,Regular,120.0,R91,0.0
66643,0.0,0.36,D,5.0,12.0,21.0,50.0,B2,Regular,625.0,R91,0.0
66644,0.0,0.63,D,5.0,12.0,21.0,68.0,B2,Regular,625.0,R91,0.0
66646,0.0,1.0,D,5.0,4.0,42.0,50.0,B3,Diesel,1286.0,R91,0.0
66648,0.0,1.0,C,10.0,8.0,67.0,50.0,B12,Regular,421.0,R93,0.0
66650,1.0,0.23,D,4.0,10.0,42.0,63.0,B2,Regular,1286.0,R91,1128.12
66651,0.0,0.03,E,10.0,5.0,84.0,74.0,B6,Regular,3963.0,R91,0.0
66652,0.0,0.05,E,8.0,0.0,84.0,74.0,B2,Regular,3963.0,R91,0.0
66653,0.0,0.91,E,8.0,0.0,84.0,55.0,B2,Regular,3963.0,R91,0.0
66655,0.0,1.0,E,5.0,16.0,45.0,52.0,B1,Diesel,3963.0,R91,0.0
66657,0.0,1.0,C,5.0,11.0,33.0,71.0,B5,Diesel,214.0,R91,0.0
66659,0.0,1.0,C,4.0,8.0,63.0,50.0,B2,Regular,214.0,R91,0.0
66662,0.0,1.0,C,6.0,8.0,63.0,50.0,B1,Diesel,214.0,R91,0.0
66664,0.0,0.31,B,7.0,15.0,46.0,50.0,B1,Regular,76.0,R73,0.0
66665,0.0,0.55,B,7.0,15.0,46.0,50.0,B1,Regular,76.0,R73,0.0
66666,0.0,0.66,C,7.0,12.0,85.0,50.0,B1,Regular,495.0,R91,0.0
66667,0.0,0.69,A,5.0,2.0,44.0,50.0,B4,Regular,43.0,R93,0.0
66668,0.0,0.3,A,5.0,2.0,44.0,50.0,B4,Regular,43.0,R93,0.0
66670,0.0,0.06,B,5.0,10.0,61.0,50.0,B1,Regular,60.0,R91,0.0
66671,0.0,0.93,B,5.0,10.0,61.0,50.0,B1,Regular,60.0,R91,0.0
66673,0.0,0.8,C,11.0,14.0,38.0,85.0,B1,Regular,120.0,R91,0.0
66674,0.0,0.19,C,11.0,13.0,38.0,85.0,B1,Regular,120.0,R91,0.0
66676,0.0,0.68,C,4.0,9.0,24.0,140.0,B2,Regular,188.0,R91,0.0
66677,0.0,0.31,C,4.0,9.0,24.0,95.0,B2,Regular,188.0,R91,0.0
66679,0.0,0.33,C,4.0,25.0,66.0,50.0,B6,Regular,298.0,R91,0.0
66680,0.0,0.66,C,4.0,6.0,66.0,50.0,B6,Regular,298.0,R91,0.0
66682,0.0,1.0,E,7.0,10.0,72.0,50.0,B3,Regular,3963.0,R91,0.0
66684,0.0,1.0,C,6.0,15.0,41.0,50.0,B13,Regular,135.0,R91,0.0
66686,0.0,0.72,E,4.0,5.0,53.0,58.0,B2,Regular,7259.0,R31,0.0
66687,0.0,0.05,E,4.0,5.0,53.0,58.0,B2,Regular,7259.0,R31,0.0
66688,0.0,0.21,E,7.0,7.0,53.0,55.0,B2,Regular,7259.0,R31,0.0
66692,0.0,1.0,E,4.0,6.0,70.0,50.0,B6,Regular,3963.0,R91,0.0
66694,0.0,1.0,E,7.0,3.0,72.0,50.0,B6,Regular,3963.0,R91,0.0
66696,0.0,0.07,D,4.0,4.0,34.0,76.0,B2,Regular,625.0,R91,0.0
66697,0.0,0.09,C,9.0,11.0,32.0,54.0,B3,Regular,495.0,R91,0.0
66698,0.0,0.1,C,9.0,1.0,32.0,54.0,B3,Regular,495.0,R91,0.0
66699,1.0,0.8,C,9.0,1.0,32.0,67.0,B3,Regular,495.0,R91,1128.12
66701,0.0,0.03,E,11.0,14.0,48.0,50.0,B2,Regular,3963.0,R91,0.0
66702,0.0,0.1,E,11.0,14.0,48.0,50.0,B2,Regular,3963.0,R91,0.0
66703,1.0,0.56,E,7.0,16.0,48.0,50.0,B2,Diesel,3963.0,R91,1128.12
66704,0.0,0.07,E,7.0,16.0,48.0,50.0,B2,Diesel,3963.0,R91,0.0
66705,0.0,0.22,E,7.0,5.0,48.0,50.0,B2,Diesel,3963.0,R91,0.0
66708,0.0,0.16,E,5.0,11.0,48.0,50.0,B2,Regular,3963.0,R91,0.0
66709,0.0,0.83,E,5.0,11.0,48.0,50.0,B2,Regular,3963.0,R91,0.0
66711,0.0,0.03,E,11.0,12.0,48.0,50.0,B2,Regular,3963.0,R91,0.0
66712,0.0,0.44,E,11.0,12.0,48.0,50.0,B2,Regular,3963.0,R91,0.0
66713,0.0,1.0,D,5.0,6.0,46.0,50.0,B1,Regular,625.0,R91,0.0
66715,0.0,1.0,E,8.0,4.0,70.0,50.0,B1,Regular,3963.0,R91,0.0
66717,1.0,1.0,D,7.0,8.0,32.0,50.0,B11,Diesel,1601.0,R41,75.67
66719,0.0,0.03,C,6.0,9.0,68.0,50.0,B4,Regular,212.0,R91,0.0
66720,0.0,0.93,C,7.0,4.0,68.0,50.0,B4,Regular,212.0,R91,0.0
66721,0.0,0.03,C,5.0,0.0,68.0,50.0,B5,Diesel,212.0,R91,0.0
66724,0.0,1.0,E,6.0,8.0,50.0,72.0,B2,Diesel,3963.0,R91,0.0
66726,0.0,0.11,C,7.0,2.0,54.0,50.0,B11,Diesel,120.0,R91,0.0
66728,0.0,0.09,C,10.0,2.0,54.0,50.0,B11,Diesel,120.0,R91,0.0
66729,0.0,0.34,C,10.0,2.0,54.0,50.0,B11,Diesel,120.0,R91,0.0
66730,0.0,0.07,C,11.0,1.0,54.0,50.0,B11,Diesel,120.0,R91,0.0
66731,0.0,0.37,C,11.0,1.0,54.0,50.0,B11,Diesel,120.0,R91,0.0
66736,0.0,0.85,C,6.0,11.0,37.0,50.0,B6,Diesel,393.0,R91,0.0
66738,0.0,1.0,E,5.0,13.0,29.0,85.0,B1,Regular,2278.0,R91,0.0
66740,0.0,1.0,E,4.0,2.0,36.0,76.0,B2,Regular,3963.0,R91,0.0
66742,0.0,0.4,E,6.0,8.0,26.0,76.0,B1,Diesel,3963.0,R91,0.0
66743,0.0,0.34,E,6.0,8.0,26.0,72.0,B1,Diesel,3963.0,R91,0.0
66744,0.0,0.25,E,6.0,8.0,26.0,72.0,B1,Diesel,3963.0,R91,0.0
66747,0.0,1.0,C,4.0,1.0,35.0,50.0,B1,Regular,188.0,R91,0.0
66749,0.0,0.12,E,7.0,9.0,65.0,50.0,B3,Regular,3963.0,R91,0.0
66750,0.0,1.0,C,6.0,11.0,31.0,57.0,B1,Diesel,134.0,R91,0.0
66752,0.0,1.0,D,5.0,6.0,68.0,50.0,B1,Regular,625.0,R91,0.0
66754,0.0,0.83,C,6.0,2.0,38.0,57.0,B3,Regular,279.0,R91,0.0
66755,0.0,0.83,D,7.0,6.0,57.0,54.0,B11,Diesel,1286.0,R91,0.0
66756,0.0,0.16,D,7.0,6.0,57.0,54.0,B11,Diesel,1286.0,R91,0.0
66758,0.0,1.0,E,7.0,5.0,74.0,50.0,B2,Regular,3963.0,R91,0.0
66761,0.0,0.06,E,6.0,2.0,25.0,85.0,B4,Diesel,8455.0,R82,0.0
66762,0.0,1.0,C,6.0,7.0,62.0,50.0,B3,Regular,363.0,R91,0.0
66764,0.0,0.79,C,7.0,6.0,45.0,50.0,B6,Diesel,120.0,R91,0.0
66765,0.0,0.07,C,5.0,0.0,45.0,50.0,B1,Diesel,120.0,R91,0.0
66766,0.0,0.03,C,5.0,0.0,45.0,50.0,B1,Diesel,120.0,R91,0.0
66767,0.0,0.09,C,5.0,0.0,45.0,50.0,B1,Diesel,120.0,R91,0.0
66769,0.0,1.0,C,6.0,17.0,49.0,85.0,B2,Diesel,120.0,R91,0.0
66771,1.0,0.59,D,4.0,11.0,57.0,67.0,B2,Diesel,1286.0,R91,810.22
66772,0.0,0.4,D,6.0,7.0,57.0,54.0,B2,Diesel,1286.0,R91,0.0
66776,0.0,1.0,A,9.0,16.0,51.0,50.0,B14,Regular,10.0,R83,0.0
66778,0.0,0.91,C,5.0,7.0,61.0,71.0,B4,Diesel,188.0,R91,0.0
66779,0.0,1.0,D,6.0,5.0,77.0,55.0,B1,Diesel,625.0,R91,0.0
66781,0.0,1.0,C,4.0,13.0,61.0,50.0,B2,Regular,129.0,R72,0.0
66784,0.0,1.0,D,6.0,6.0,36.0,56.0,B1,Diesel,1286.0,R91,0.0
